source,target
ESTROGEN_RESPONSE_LATE,HPRT1
DNA_REPAIR,ERCC3
PEROXISOME,ERCC3
DNA_REPAIR,POLR2D
DNA_REPAIR,POLR1H
DNA_REPAIR,CSTF3
DNA_REPAIR,POLR1C
DNA_REPAIR,EDF1
DNA_REPAIR,POLD4
DNA_REPAIR,RNMT
DNA_REPAIR,AGO4
DNA_REPAIR,ERCC5
P53_PATHWAY,ERCC5
DNA_REPAIR,RAD51
APICAL_JUNCTION,GTF2F1
DNA_REPAIR,GTF2F1
DNA_REPAIR,POLR3C
DNA_REPAIR,ERCC4
DNA_REPAIR,RFC4
MYC_TARGETS_V1,RFC4
SPERMATOGENESIS,RFC4
UV_RESPONSE_UP,RFC4
DNA_REPAIR,DGCR8
DNA_REPAIR,TMED2
PROTEIN_SECRETION,TMED2
DNA_REPAIR,POLR2H
UV_RESPONSE_UP,POLR2H
DNA_REPAIR,BCAM
HEME_METABOLISM,BCAM
DNA_REPAIR,NCBP2
MYC_TARGETS_V1,NCBP2
DNA_REPAIR,ELOA
KRAS_SIGNALING_DN,GTF3C5
DNA_REPAIR,GTF3C5
DNA_REPAIR,NUDT9
DNA_REPAIR,SUPT5H
DNA_REPAIR,BCAP31
APOPTOSIS,BCAP31
DNA_REPAIR,SNAPC4
DNA_REPAIR,AAAS
DNA_REPAIR,GTF2H5
DNA_REPAIR,MRPL40
DNA_REPAIR,RRM2B
DNA_REPAIR,CETN2
DNA_REPAIR,SNAPC5
DNA_REPAIR,DUT
MYC_TARGETS_V1,DUT
E2F_TARGETS,DUT
DNA_REPAIR,POLR1D
DNA_REPAIR,BRF2
DNA_REPAIR,MPG
DNA_REPAIR,VPS28
COAGULATION,USP11
DNA_REPAIR,USP11
DNA_REPAIR,SDCBP
HEME_METABOLISM,SDCBP
DNA_REPAIR,TAF13
XENOBIOTIC_METABOLISM,CDA
DNA_REPAIR,CDA
COMPLEMENT,CDA
DNA_REPAIR,NELFE
DNA_REPAIR,TSG101
PROTEIN_SECRETION,TSG101
DNA_REPAIR,DGUOK
DNA_REPAIR,RFC5
DNA_REPAIR,SF3A3
DNA_REPAIR,PCNA
MYC_TARGETS_V1,PCNA
P53_PATHWAY,PCNA
E2F_TARGETS,PCNA
DNA_REPAIR,LIG1
E2F_TARGETS,LIG1
DNA_REPAIR,GSDME
DNA_REPAIR,RFC3
E2F_TARGETS,RFC3
DNA_REPAIR,ELL
DNA_REPAIR,ITPA
DNA_REPAIR,POLD1
E2F_TARGETS,POLD1
DNA_REPAIR,DCTN4
DNA_REPAIR,RPA2
G2M_CHECKPOINT,RPA2
E2F_TARGETS,RPA2
DNA_REPAIR,VPS37D
REACTIVE_OXYGEN_SPECIES_PATHWAY,GPX4
OXIDATIVE_PHOSPHORYLATION,GPX4
ADIPOGENESIS,GPX4
DNA_REPAIR,GPX4
IL2_STAT5_SIGNALING,GPX4
APOPTOSIS,GPX4
P53_PATHWAY,POLH
DNA_REPAIR,POLH
DNA_REPAIR,UPF3B
DNA_REPAIR,ARL6IP1
DNA_REPAIR,RAD52
DNA_REPAIR,POM121
P53_PATHWAY,POM121
DNA_REPAIR,POLB
DNA_REPAIR,ALYREF
DNA_REPAIR,UMPS
IL2_STAT5_SIGNALING,UMPS
DNA_REPAIR,POLR2J
DNA_REPAIR,CLP1
DNA_REPAIR,DAD1
DNA_REPAIR,DDB2
P53_PATHWAY,DDB2
DNA_REPAIR,NME4
DNA_REPAIR,POLR2A
ADIPOGENESIS,ADCY6
DNA_REPAIR,ADCY6
DNA_REPAIR,FEN1
UV_RESPONSE_UP,FEN1
DNA_REPAIR,POLD3
E2F_TARGETS,POLD3
DNA_REPAIR,DDB1
DNA_REPAIR,POLA1
DNA_REPAIR,TK2
DNA_REPAIR,NPR2
DNA_REPAIR,POLR2C
DNA_REPAIR,XPC
P53_PATHWAY,XPC
DNA_REPAIR,POLR2K
DNA_REPAIR,APRT
DNA_REPAIR,TAF1C
DNA_REPAIR,RAE1
ALLOGRAFT_REJECTION,HCLS1
DNA_REPAIR,HCLS1
G2M_CHECKPOINT,CUL4A
G2M_CHECKPOINT,RAD54L
G2M_CHECKPOINT,RBM14
MTORC1_SIGNALING,CCNF
G2M_CHECKPOINT,CCNF
MYC_TARGETS_V1,ODC1
IL2_STAT5_SIGNALING,ODC1
G2M_CHECKPOINT,ODC1
FATTY_ACID_METABOLISM,ODC1
MYC_TARGETS_V1,SNRPD1
G2M_CHECKPOINT,SNRPD1
MYC_TARGETS_V1,TFDP1
G2M_CHECKPOINT,TFDP1
MTORC1_SIGNALING,CDC25A
G2M_CHECKPOINT,CDC25A
E2F_TARGETS,CDC25A
MYC_TARGETS_V2,PLK4
ESTROGEN_RESPONSE_LATE,PLK4
G2M_CHECKPOINT,PLK4
E2F_TARGETS,PLK4
G2M_CHECKPOINT,NUP98
G2M_CHECKPOINT,MCM3
E2F_TARGETS,MCM3
G2M_CHECKPOINT,PTTG1
E2F_TARGETS,PTTG1
G2M_CHECKPOINT,CHAF1A
G2M_CHECKPOINT,HUS1
E2F_TARGETS,HUS1
G2M_CHECKPOINT,CDC25B
E2F_TARGETS,CDC25B
APOPTOSIS,CDC25B
G2M_CHECKPOINT,NCL
MYC_TARGETS_V1,CDC45
G2M_CHECKPOINT,CDC45
MYC_TARGETS_V1,SMARCC1
G2M_CHECKPOINT,SMARCC1
PEROXISOME,SMARCC1
ESTROGEN_RESPONSE_LATE,STIL
G2M_CHECKPOINT,STIL
MYC_TARGETS_V1,GSPT1
G2M_CHECKPOINT,GSPT1
E2F_TARGETS,GSPT1
G2M_CHECKPOINT,MKI67
E2F_TARGETS,MKI67
MYC_TARGETS_V1,HNRNPU
G2M_CHECKPOINT,HNRNPU
UV_RESPONSE_UP,HNRNPU
MTORC1_SIGNALING,MCM2
MYC_TARGETS_V1,MCM2
G2M_CHECKPOINT,MCM2
E2F_TARGETS,MCM2
G2M_CHECKPOINT,CHMP1A
G2M_CHECKPOINT,MTF2
G2M_CHECKPOINT,ODF2
G2M_CHECKPOINT,PBK
G2M_CHECKPOINT,PURA
G2M_CHECKPOINT,E2F3
MYC_TARGETS_V1,CCNA2
G2M_CHECKPOINT,CCNA2
G2M_CHECKPOINT,CUL5
G2M_CHECKPOINT,EGF
KRAS_SIGNALING_DN,EGF
G2M_CHECKPOINT,ARID4A
G2M_CHECKPOINT,SLC38A1
G2M_CHECKPOINT,CHEK1
E2F_TARGETS,CHEK1
G2M_CHECKPOINT,PDS5B
E2F_TARGETS,PDS5B
MYC_TARGETS_V1,SYNCRIP
G2M_CHECKPOINT,SYNCRIP
E2F_TARGETS,SYNCRIP
G2M_CHECKPOINT,CUL3
G2M_CHECKPOINT,BARD1
KRAS_SIGNALING_DN,BARD1
E2F_TARGETS,BARD1
G2M_CHECKPOINT,TROAP
G2M_CHECKPOINT,FOXN3
G2M_CHECKPOINT,POLE
E2F_TARGETS,POLE
G2M_CHECKPOINT,ORC5
G2M_CHECKPOINT,SS18
G2M_CHECKPOINT,TENT4A
UV_RESPONSE_DN,TENT4A
G2M_CHECKPOINT,MEIS2
G2M_CHECKPOINT,CDKN2C
E2F_TARGETS,CDKN2C
ADIPOGENESIS,CDKN2C
G2M_CHECKPOINT,NSD2
MYC_TARGETS_V1,G3BP1
G2M_CHECKPOINT,G3BP1
IL2_STAT5_SIGNALING,CDC6
G2M_CHECKPOINT,CDC6
ESTROGEN_RESPONSE_LATE,CDC6
G2M_CHECKPOINT,HMGN2
G2M_CHECKPOINT,NUP50
G2M_CHECKPOINT,PRPF4B
MYC_TARGETS_V1,XPO1
G2M_CHECKPOINT,XPO1
E2F_TARGETS,XPO1
MYC_TARGETS_V1,CDC20
G2M_CHECKPOINT,CDC20
E2F_TARGETS,CDC20
ESTROGEN_RESPONSE_LATE,CDC20
UNFOLDED_PROTEIN_RESPONSE,DKC1
G2M_CHECKPOINT,DKC1
APICAL_SURFACE,EFNA5
G2M_CHECKPOINT,EFNA5
G2M_CHECKPOINT,CASP8AP2
INTERFERON_GAMMA_RESPONSE,PML
G2M_CHECKPOINT,PML
HEDGEHOG_SIGNALING,PML
G2M_CHECKPOINT,DBF4
SPERMATOGENESIS,DBF4
MYC_TARGETS_V1,MAD2L1
G2M_CHECKPOINT,MAD2L1
E2F_TARGETS,MAD2L1
G2M_CHECKPOINT,TMPO
E2F_TARGETS,TMPO
G2M_CHECKPOINT,UPF1
G2M_CHECKPOINT,AMD1
UV_RESPONSE_UP,AMD1
G2M_CHECKPOINT,HOXC10
G2M_CHECKPOINT,HMGB3
E2F_TARGETS,HMGB3
G2M_CHECKPOINT,E2F4
G2M_CHECKPOINT,SRSF10
G2M_CHECKPOINT,POLQ
G2M_CHECKPOINT,DTYMK
G2M_CHECKPOINT,UBE2S
E2F_TARGETS,UBE2S
HEME_METABOLISM,TOP1
G2M_CHECKPOINT,TOP1
G2M_CHECKPOINT,WRN
G2M_CHECKPOINT,NASP
E2F_TARGETS,NASP
GLYCOLYSIS,NASP
G2M_CHECKPOINT,HMMR
E2F_TARGETS,HMMR
GLYCOLYSIS,HMMR
HEME_METABOLISM,E2F2
G2M_CHECKPOINT,E2F2
MYC_TARGETS_V1,CDK4
G2M_CHECKPOINT,CDK4
E2F_TARGETS,CDK4
MYC_TARGETS_V2,CDK4
PI3K_AKT_MTOR_SIGNALING,CDK4
G2M_CHECKPOINT,CDC7
G2M_CHECKPOINT,LIG3
G2M_CHECKPOINT,HIRA
MYC_TARGETS_V2,NOLC1
MYC_TARGETS_V1,NOLC1
UNFOLDED_PROTEIN_RESPONSE,NOLC1
G2M_CHECKPOINT,NOLC1
E2F_TARGETS,NOLC1
G2M_CHECKPOINT,HSPA8
UNFOLDED_PROTEIN_RESPONSE,H2AX
G2M_CHECKPOINT,H2AX
E2F_TARGETS,H2AX
UV_RESPONSE_UP,H2AX
G2M_CHECKPOINT,FANCC
APICAL_JUNCTION,MAP3K20
G2M_CHECKPOINT,MAP3K20
G2M_CHECKPOINT,STMN1
E2F_TARGETS,STMN1
GLYCOLYSIS,STMN1
G2M_CHECKPOINT,CCNT1
G2M_CHECKPOINT,SFPQ
G2M_CHECKPOINT,PRIM2
E2F_TARGETS,PRIM2
G2M_CHECKPOINT,CTCF
E2F_TARGETS,CTCF
G2M_CHECKPOINT,LBR
E2F_TARGETS,LBR
G2M_CHECKPOINT,JPT1
E2F_TARGETS,JPT1
HEDGEHOG_SIGNALING,TLE3
G2M_CHECKPOINT,TLE3
MYC_TARGETS_V1,MCM6
G2M_CHECKPOINT,MCM6
E2F_TARGETS,MCM6
G2M_CHECKPOINT,CBX1
G2M_CHECKPOINT,EZH2
E2F_TARGETS,EZH2
SPERMATOGENESIS,EZH2
G2M_CHECKPOINT,EWSR1
G2M_CHECKPOINT,TACC3
E2F_TARGETS,TACC3
G2M_CHECKPOINT,STAG1
E2F_TARGETS,STAG1
G2M_CHECKPOINT,RBL1
MYC_TARGETS_V1,HNRNPD
G2M_CHECKPOINT,HNRNPD
E2F_TARGETS,HNRNPD
FATTY_ACID_METABOLISM,H2AZ1
MYC_TARGETS_V1,H2AZ1
G2M_CHECKPOINT,H2AZ1
E2F_TARGETS,H2AZ1
MYC_TARGETS_V1,KPNB1
G2M_CHECKPOINT,KPNB1
G2M_CHECKPOINT,H2BC12
FATTY_ACID_METABOLISM,KMT5A
G2M_CHECKPOINT,KMT5A
G2M_CHECKPOINT,DDX39A
MTORC1_SIGNALING,DDX39A
E2F_TARGETS,DDX39A
APICAL_JUNCTION,MAPK14
G2M_CHECKPOINT,MAPK14
UV_RESPONSE_DN,MAPK14
PI3K_AKT_MTOR_SIGNALING,E2F1
G2M_CHECKPOINT,E2F1
G2M_CHECKPOINT,MEIS1
G2M_CHECKPOINT,UBE2C
G2M_CHECKPOINT,YTHDC1
UV_RESPONSE_DN,YTHDC1
G2M_CHECKPOINT,TNPO2
IL2_STAT5_SIGNALING,UCK2
G2M_CHECKPOINT,UCK2
MYC_TARGETS_V1,SRSF2
G2M_CHECKPOINT,SRSF2
E2F_TARGETS,SRSF2
G2M_CHECKPOINT,SLC12A2
SPERMATOGENESIS,SLC12A2
G2M_CHECKPOINT,ORC6
E2F_TARGETS,ORC6
MTORC1_SIGNALING,SLC7A5
UNFOLDED_PROTEIN_RESPONSE,SLC7A5
ESTROGEN_RESPONSE_LATE,SLC7A5
ESTROGEN_RESPONSE_EARLY,SLC7A5
G2M_CHECKPOINT,SLC7A5
ALLOGRAFT_REJECTION,HIF1A
INTERFERON_GAMMA_RESPONSE,HIF1A
G2M_CHECKPOINT,HIF1A
INFLAMMATORY_RESPONSE,HIF1A
G2M_CHECKPOINT,CENPA
GLYCOLYSIS,CENPA
G2M_CHECKPOINT,CDKN3
SPERMATOGENESIS,CDKN3
E2F_TARGETS,CDKN3
G2M_CHECKPOINT,CKS2
E2F_TARGETS,CKS2
MYC_TARGETS_V1,RAD23B
G2M_CHECKPOINT,RAD23B
G2M_CHECKPOINT,PTTG3P
G2M_CHECKPOINT,TRAIP
G2M_CHECKPOINT,DR1
G2M_CHECKPOINT,PRMT5
MYOGENESIS,DMD
G2M_CHECKPOINT,DMD
MYC_TARGETS_V1,KPNA2
G2M_CHECKPOINT,KPNA2
E2F_TARGETS,KPNA2
G2M_CHECKPOINT,KNL1
MYC_TARGETS_V1,SRSF1
G2M_CHECKPOINT,SRSF1
E2F_TARGETS,SRSF1
G2M_CHECKPOINT,MYBL2
E2F_TARGETS,MYBL2
G2M_CHECKPOINT,EXO1
G2M_CHECKPOINT,AURKB
E2F_TARGETS,AURKB
G2M_CHECKPOINT,HMGA1
E2F_TARGETS,HMGA1
G2M_CHECKPOINT,RAD21
E2F_TARGETS,RAD21
MYC_TARGETS_V2,MCM5
MYC_TARGETS_V1,MCM5
G2M_CHECKPOINT,MCM5
E2F_TARGETS,MCM5
G2M_CHECKPOINT,H2AZ2
INFLAMMATORY_RESPONSE,SLC7A1
G2M_CHECKPOINT,SLC7A1
UV_RESPONSE_DN,SLC7A1
G2M_CHECKPOINT,MNAT1
MYC_TARGETS_V1,BUB3
G2M_CHECKPOINT,BUB3
MYC_TARGETS_V1,TRA2B
G2M_CHECKPOINT,TRA2B
E2F_TARGETS,TRA2B
ESTROGEN_RESPONSE_LATE,GINS2
G2M_CHECKPOINT,GINS2
G2M_CHECKPOINT,SMC2
G2M_CHECKPOINT,SUV39H1
E2F_TARGETS,SUV39H1
G2M_CHECKPOINT,ATRX
UV_RESPONSE_DN,ATRX
G2M_CHECKPOINT,RPS6KA5
G2M_CHECKPOINT,ILF3
E2F_TARGETS,ILF3
UNFOLDED_PROTEIN_RESPONSE,CKS1B
G2M_CHECKPOINT,CKS1B
E2F_TARGETS,CKS1B
PEROXISOME,TSPO
APOPTOSIS,TSPO
APOPTOSIS,PLCB2
APOPTOSIS,LMNA
UV_RESPONSE_UP,PPT1
APOPTOSIS,PPT1
PROTEIN_SECRETION,PPT1
APOPTOSIS,PEA15
PROTEIN_SECRETION,SOD1
REACTIVE_OXYGEN_SPECIES_PATHWAY,SOD1
ADIPOGENESIS,SOD1
BILE_ACID_METABOLISM,SOD1
PEROXISOME,SOD1
GLYCOLYSIS,SOD1
APOPTOSIS,SOD1
APOPTOSIS,FEZ1
MTORC1_SIGNALING,CTH
GLYCOLYSIS,CTH
APOPTOSIS,CTH
ESTROGEN_RESPONSE_LATE,CCNA1
KRAS_SIGNALING_DN,CCNA1
SPERMATOGENESIS,CCNA1
APOPTOSIS,CCNA1
APOPTOSIS,DAP
ANGIOGENESIS,LUM
EPITHELIAL_MESENCHYMAL_TRANSITION,LUM
APOPTOSIS,LUM
ALLOGRAFT_REJECTION,BCL10
PEROXISOME,BCL10
APOPTOSIS,BCL10
REACTIVE_OXYGEN_SPECIES_PATHWAY,GPX3
ADIPOGENESIS,GPX3
MYOGENESIS,GPX3
UV_RESPONSE_UP,GPX3
APOPTOSIS,GPX3
COAGULATION,CASP9
COMPLEMENT,CASP9
APOPTOSIS,CASP9
APOPTOSIS,AIFM3
ALLOGRAFT_REJECTION,TIMP1
COAGULATION,TIMP1
ANGIOGENESIS,TIMP1
INFLAMMATORY_RESPONSE,TIMP1
COMPLEMENT,TIMP1
EPITHELIAL_MESENCHYMAL_TRANSITION,TIMP1
APOPTOSIS,TIMP1
APOPTOSIS,GPX1
COAGULATION,ANXA1
APOPTOSIS,ANXA1
INFLAMMATORY_RESPONSE,PSEN1
COMPLEMENT,PSEN1
APOPTOSIS,PSEN1
ALLOGRAFT_REJECTION,PRF1
APOPTOSIS,PRF1
APOPTOSIS,MADD
ADIPOGENESIS,PDCD4
ESTROGEN_RESPONSE_LATE,PDCD4
APOPTOSIS,PDCD4
OXIDATIVE_PHOSPHORYLATION,CASP7
INTERFERON_GAMMA_RESPONSE,CASP7
COMPLEMENT,CASP7
APOPTOSIS,CASP7
ALLOGRAFT_REJECTION,FASLG
PI3K_AKT_MTOR_SIGNALING,FASLG
APOPTOSIS,FASLG
UNFOLDED_PROTEIN_RESPONSE,DNAJC3
APOPTOSIS,DNAJC3
APICAL_JUNCTION,PTK2
ANGIOGENESIS,PTK2
APOPTOSIS,PTK2
SPERMATOGENESIS,NEFH
APOPTOSIS,NEFH
INTERFERON_GAMMA_RESPONSE,IFITM3
INTERFERON_ALPHA_RESPONSE,IFITM3
IL2_STAT5_SIGNALING,IFITM3
APOPTOSIS,IFITM3
ALLOGRAFT_REJECTION,F2R
P53_PATHWAY,F2R
APOPTOSIS,F2R
E2F_TARGETS,WEE1
APOPTOSIS,WEE1
INTERFERON_GAMMA_RESPONSE,TNFSF10
IL2_STAT5_SIGNALING,TNFSF10
INFLAMMATORY_RESPONSE,TNFSF10
APOPTOSIS,TNFSF10
APOPTOSIS,HGF
KRAS_SIGNALING_UP,SATB1
APOPTOSIS,SATB1
ALLOGRAFT_REJECTION,F2
COAGULATION,F2
COMPLEMENT,F2
APOPTOSIS,F2
APOPTOSIS,RNASEL
APOPTOSIS,CYLD
COAGULATION,PLAT
KRAS_SIGNALING_UP,PLAT
COMPLEMENT,PLAT
APOPTOSIS,PLAT
PROTEIN_SECRETION,DNM1L
APOPTOSIS,DNM1L
INTERFERON_GAMMA_RESPONSE,TXNIP
INTERFERON_ALPHA_RESPONSE,TXNIP
P53_PATHWAY,TXNIP
APOPTOSIS,TXNIP
APOPTOSIS,CREBBP
INTERFERON_GAMMA_RESPONSE,CASP3
IL2_STAT5_SIGNALING,CASP3
UV_RESPONSE_UP,CASP3
COMPLEMENT,CASP3
APOPTOSIS,CASP3
APOPTOSIS,BCL2L10
OXIDATIVE_PHOSPHORYLATION,RETSAT
FATTY_ACID_METABOLISM,RETSAT
XENOBIOTIC_METABOLISM,RETSAT
ADIPOGENESIS,RETSAT
P53_PATHWAY,RETSAT
PEROXISOME,RETSAT
BILE_ACID_METABOLISM,RETSAT
APOPTOSIS,RETSAT
ESTROGEN_RESPONSE_EARLY,KRT18
APOPTOSIS,KRT18
PROTEIN_SECRETION,KRT18
IL2_STAT5_SIGNALING,EMP1
KRAS_SIGNALING_UP,EMP1
APOPTOSIS,EMP1
GLYCOLYSIS,BIK
APOPTOSIS,BIK
INTERFERON_GAMMA_RESPONSE,CASP8
INTERFERON_ALPHA_RESPONSE,CASP8
APOPTOSIS,CASP8
INFLAMMATORY_RESPONSE,GNA15
APOPTOSIS,GNA15
APOPTOSIS,GUCY2D
APOPTOSIS,PLPPR4
UV_RESPONSE_DN,PDGFRB
EPITHELIAL_MESENCHYMAL_TRANSITION,PDGFRB
APOPTOSIS,PDGFRB
E2F_TARGETS,HMGB2
APOPTOSIS,HMGB2
APOPTOSIS,CASP2
ANDROGEN_RESPONSE,ANKH
KRAS_SIGNALING_UP,ANKH
APOPTOSIS,ANKH
UV_RESPONSE_UP,DNAJA1
APOPTOSIS,DNAJA1
MYOGENESIS,ERBB3
APOPTOSIS,ERBB3
UV_RESPONSE_DN,ERBB2
APOPTOSIS,ERBB2
OXIDATIVE_PHOSPHORYLATION,VDAC2
APOPTOSIS,VDAC2
ALLOGRAFT_REJECTION,CD2
APOPTOSIS,CD2
ANDROGEN_RESPONSE,GSR
REACTIVE_OXYGEN_SPECIES_PATHWAY,GSR
XENOBIOTIC_METABOLISM,GSR
MTORC1_SIGNALING,GSR
APOPTOSIS,GSR
UV_RESPONSE_DN,MGMT
APOPTOSIS,MGMT
UV_RESPONSE_UP,BID
APOPTOSIS,BID
IL2_STAT5_SIGNALING,IGF2R
APOPTOSIS,IGF2R
PROTEIN_SECRETION,IGF2R
APICAL_SURFACE,HSPB1
APOPTOSIS,HSPB1
ALLOGRAFT_REJECTION,BRCA1
E2F_TARGETS,BRCA1
APICAL_SURFACE,BRCA1
APOPTOSIS,BRCA1
APOPTOSIS,BMF
MYOGENESIS,APP
P53_PATHWAY,APP
APICAL_SURFACE,APP
ANGIOGENESIS,APP
APOPTOSIS,APP
APOPTOSIS,BCL2L2
ALLOGRAFT_REJECTION,TGFB2
XENOBIOTIC_METABOLISM,TGFB2
KRAS_SIGNALING_DN,TGFB2
APOPTOSIS,TGFB2
INTERFERON_GAMMA_RESPONSE,CASP1
INTERFERON_ALPHA_RESPONSE,CASP1
P53_PATHWAY,CASP1
COMPLEMENT,CASP1
APOPTOSIS,CASP1
IL2_STAT5_SIGNALING,BCL2L1
APOPTOSIS,BCL2L1
APOPTOSIS,DFFA
APICAL_JUNCTION,MMP2
COAGULATION,MMP2
EPITHELIAL_MESENCHYMAL_TRANSITION,MMP2
APOPTOSIS,MMP2
APOPTOSIS,IFNB1
MTORC1_SIGNALING,FDXR
BILE_ACID_METABOLISM,FDXR
P53_PATHWAY,FDXR
APOPTOSIS,FDXR
COMPLEMENT,TIMP2
APOPTOSIS,TIMP2
ANDROGEN_RESPONSE,H1-0
HEME_METABOLISM,H1-0
APOPTOSIS,H1-0
APOPTOSIS,IGFBP6
MYC_TARGETS_V1,CDK2
PI3K_AKT_MTOR_SIGNALING,CDK2
UV_RESPONSE_UP,CDK2
APOPTOSIS,CDK2
UV_RESPONSE_DN,TGFBR3
EPITHELIAL_MESENCHYMAL_TRANSITION,TGFBR3
APOPTOSIS,TGFBR3
INTERFERON_GAMMA_RESPONSE,CASP4
COMPLEMENT,CASP4
APOPTOSIS,CASP4
ESTROGEN_RESPONSE_EARLY,PMAIP1
APOPTOSIS,PMAIP1
HEME_METABOLISM,ADD1
APOPTOSIS,ADD1
MTORC1_SIGNALING,ETF1
MYC_TARGETS_V1,ETF1
APOPTOSIS,ETF1
COAGULATION,TIMP3
EPITHELIAL_MESENCHYMAL_TRANSITION,TIMP3
APOPTOSIS,TIMP3
P53_PATHWAY,BAX
OXIDATIVE_PHOSPHORYLATION,BAX
APOPTOSIS,BAX
APOPTOSIS,PAK1
APOPTOSIS,DPYD
APOPTOSIS,GSTM1
APOPTOSIS,PPP3R1
APOPTOSIS,DAP3
ALLOGRAFT_REJECTION,EREG
INFLAMMATORY_RESPONSE,EREG
KRAS_SIGNALING_UP,EREG
APOPTOSIS,EREG
ESTROGEN_RESPONSE_EARLY,RARA
APOPTOSIS,RARA
APOPTOSIS,DIABLO
HEME_METABOLISM,PPP2R5B
APOPTOSIS,PPP2R5B
NOTCH_SIGNALING,NOTCH3
NOTCH_SIGNALING,FZD7
NOTCH_SIGNALING,FZD5
INFLAMMATORY_RESPONSE,FZD5
NOTCH_SIGNALING,DTX4
NOTCH_SIGNALING,TCF7L2
EPITHELIAL_MESENCHYMAL_TRANSITION,WNT5A
NOTCH_SIGNALING,WNT5A
NOTCH_SIGNALING,WNT2
NOTCH_SIGNALING,LFNG
KRAS_SIGNALING_DN,LFNG
NOTCH_SIGNALING,DTX1
NOTCH_SIGNALING,DTX2
NOTCH_SIGNALING,ST3GAL6
NOTCH_SIGNALING,PSENEN
NOTCH_SIGNALING,SKP1
NOTCH_SIGNALING,APH1A
NOTCH_SIGNALING,HEYL
NOTCH_SIGNALING,MAML2
NOTCH_SIGNALING,ARRB1
NOTCH_SIGNALING,FBXW11
ADIPOGENESIS,SORBS1
MYOGENESIS,SORBS1
ADIPOGENESIS,SOWAHC
FATTY_ACID_METABOLISM,ACOX1
XENOBIOTIC_METABOLISM,ACOX1
ADIPOGENESIS,ACOX1
PEROXISOME,ACOX1
MYOGENESIS,HSPB8
ESTROGEN_RESPONSE_LATE,HSPB8
ESTROGEN_RESPONSE_EARLY,HSPB8
ADIPOGENESIS,HSPB8
ADIPOGENESIS,GHITM
MYOGENESIS,MYLK
EPITHELIAL_MESENCHYMAL_TRANSITION,MYLK
ADIPOGENESIS,MYLK
ADIPOGENESIS,ATL2
FATTY_ACID_METABOLISM,MGLL
ADIPOGENESIS,MGLL
UV_RESPONSE_DN,MGLL
OXIDATIVE_PHOSPHORYLATION,IMMT
ADIPOGENESIS,IMMT
MTORC1_SIGNALING,IMMT
ADIPOGENESIS,LIPE
BILE_ACID_METABOLISM,LIPE
P53_PATHWAY,TOB1
ADIPOGENESIS,TOB1
ESTROGEN_RESPONSE_LATE,TOB1
ESTROGEN_RESPONSE_EARLY,TOB1
ADIPOGENESIS,GPAM
ADIPOGENESIS,CD302
ADIPOGENESIS,UCP2
HEME_METABOLISM,UCP2
ADIPOGENESIS,CMBL
ADIPOGENESIS,GPHN
ADIPOGENESIS,MTARC2
ADIPOGENESIS,SLC66A3
ADIPOGENESIS,ADIG
ADIPOGENESIS,OMD
ADIPOGENESIS,MRAP
ADIPOGENESIS,REEP5
ADIPOGENESIS,RREB1
ADIPOGENESIS,SLC25A10
GLYCOLYSIS,SLC25A10
ADIPOGENESIS,EPHX2
BILE_ACID_METABOLISM,EPHX2
PEROXISOME,EPHX2
ADIPOGENESIS,ESRRA
OXIDATIVE_PHOSPHORYLATION,DECR1
FATTY_ACID_METABOLISM,DECR1
ADIPOGENESIS,DECR1
ADIPOGENESIS,MTCH2
OXIDATIVE_PHOSPHORYLATION,UQCR10
ADIPOGENESIS,UQCR10
ADIPOGENESIS,PIM3
ADIPOGENESIS,DGAT1
UV_RESPONSE_UP,DGAT1
OXIDATIVE_PHOSPHORYLATION,MGST3
ADIPOGENESIS,MGST3
HEME_METABOLISM,MGST3
EPITHELIAL_MESENCHYMAL_TRANSITION,COL4A1
ADIPOGENESIS,COL4A1
IL2_STAT5_SIGNALING,ITIH5
ADIPOGENESIS,ITIH5
ADIPOGENESIS,PTCD3
ADIPOGENESIS,QDPR
MTORC1_SIGNALING,QDPR
ADIPOGENESIS,SLC19A1
MYC_TARGETS_V2,SLC19A1
HEME_METABOLISM,C3
COAGULATION,C3
ADIPOGENESIS,C3
COMPLEMENT,C3
ADIPOGENESIS,RMDN3
ADIPOGENESIS,UBC
OXIDATIVE_PHOSPHORYLATION,SDHC
FATTY_ACID_METABOLISM,SDHC
ADIPOGENESIS,SDHC
GLYCOLYSIS,SDHC
OXIDATIVE_PHOSPHORYLATION,COX6A1
ADIPOGENESIS,COX6A1
FATTY_ACID_METABOLISM,HIBCH
ADIPOGENESIS,HIBCH
ADIPOGENESIS,PHLDB1
ADIPOGENESIS,COQ9
OXIDATIVE_PHOSPHORYLATION,ETFB
ADIPOGENESIS,ETFB
ESTROGEN_RESPONSE_LATE,ETFB
REACTIVE_OXYGEN_SPECIES_PATHWAY,CAT
XENOBIOTIC_METABOLISM,CAT
ADIPOGENESIS,CAT
BILE_ACID_METABOLISM,CAT
HEME_METABOLISM,CAT
PEROXISOME,CAT
ADIPOGENESIS,COQ3
OXIDATIVE_PHOSPHORYLATION,AIFM1
ADIPOGENESIS,AIFM1
ADIPOGENESIS,RETN
KRAS_SIGNALING_UP,RETN
ADIPOGENESIS,ANGPT1
XENOBIOTIC_METABOLISM,IDH1
MTORC1_SIGNALING,IDH1
OXIDATIVE_PHOSPHORYLATION,IDH1
